id_cliente,nome_cliente,email_cliente,pais
1355,Cliente 1355,cliente1355@exemplo.com,EUA
1356,Cliente 1356,cliente1356@exemplo.com,Brasil
1357,Cliente 1357,cliente1357@exemplo.com,Portugal
1358,Cliente 1358,cliente1358@exemplo.com,EUA
1359,Cliente 1359,cliente1359@exemplo.com,Espanha
1360,Cliente 1360,cliente1360@exemplo.com,Colômbia
1361,Cliente 1361,cliente1361@exemplo.com,Peru
1362,Cliente 1362,cliente1362@exemplo.com,EUA
1363,Cliente 1363,cliente1363@exemplo.com,EUA
1364,Cliente 1364,cliente1364@exemplo.com,Portugal
1365,Cliente 1365,cliente1365@exemplo.com,Colômbia
1366,Cliente 1366,cliente1366@exemplo.com,Peru
1367,Cliente 1367,cliente1367@exemplo.com,Chile
1368,Cliente 1368,cliente1368@exemplo.com,Brasil
1369,Cliente 1369,cliente1369@exemplo.com,Brasil
1370,Cliente 1370,cliente1370@exemplo.com,EUA
1371,Cliente 1371,cliente1371@exemplo.com,Peru
1372,Cliente 1372,cliente1372@exemplo.com,Espanha
1373,Cliente 1373,cliente1373@exemplo.com,EUA
1374,Cliente 1374,cliente1374@exemplo.com,Colômbia
1375,Cliente 1375,cliente1375@exemplo.com,Brasil
1376,Cliente 1376,cliente1376@exemplo.com,Peru
1377,Cliente 1377,cliente1377@exemplo.com,Brasil
1378,Cliente 1378,cliente1378@exemplo.com,Espanha
1379,Cliente 1379,cliente1379@exemplo.com,EUA
1380,Cliente 1380,cliente1380@exemplo.com,EUA
1381,Cliente 1381,cliente1381@exemplo.com,Brasil
1382,Cliente 1382,cliente1382@exemplo.com,Chile
1383,Cliente 1383,cliente1383@exemplo.com,Chile
1384,Cliente 1384,cliente1384@exemplo.com,Portugal
1385,Cliente 1385,cliente1385@exemplo.com,Peru
1386,Cliente 1386,cliente1386@exemplo.com,Colômbia
1387,Cliente 1387,cliente1387@exemplo.com,Brasil
1388,Cliente 1388,cliente1388@exemplo.com,EUA
1389,Cliente 1389,cliente1389@exemplo.com,México
1390,Cliente 1390,cliente1390@exemplo.com,Canadá
1391,Cliente 1391,cliente1391@exemplo.com,Brasil
1392,Cliente 1392,cliente1392@exemplo.com,Brasil
1393,Cliente 1393,cliente1393@exemplo.com,Portugal
1394,Cliente 1394,cliente1394@exemplo.com,Colômbia
1395,Cliente 1395,cliente1395@exemplo.com,Peru
1396,Cliente 1396,cliente1396@exemplo.com,Canadá
1397,Cliente 1397,cliente1397@exemplo.com,Argentina
1398,Cliente 1398,cliente1398@exemplo.com,Argentina
1399,Cliente 1399,cliente1399@exemplo.com,Peru
1400,Cliente 1400,cliente1400@exemplo.com,México
1401,Cliente 1401,cliente1401@exemplo.com,Chile
1402,Cliente 1402,cliente1402@exemplo.com,Espanha
1403,Cliente 1403,cliente1403@exemplo.com,Portugal
1404,Cliente 1404,cliente1404@exemplo.com,Canadá
1405,Cliente 1405,cliente1405@exemplo.com,EUA
1406,Cliente 1406,cliente1406@exemplo.com,Colômbia
1407,Cliente 1407,cliente1407@exemplo.com,Brasil
1408,Cliente 1408,cliente1408@exemplo.com,Portugal
1409,Cliente 1409,cliente1409@exemplo.com,México
1410,Cliente 1410,cliente1410@exemplo.com,EUA
1411,Cliente 1411,cliente1411@exemplo.com,Canadá
1412,Cliente 1412,cliente1412@exemplo.com,Peru
1413,Cliente 1413,cliente1413@exemplo.com,Peru
1414,Cliente 1414,cliente1414@exemplo.com,Colômbia
1415,Cliente 1415,cliente1415@exemplo.com,Argentina
1416,Cliente 1416,cliente1416@exemplo.com,Brasil
1417,Cliente 1417,cliente1417@exemplo.com,Colômbia
1418,Cliente 1418,cliente1418@exemplo.com,EUA
1419,Cliente 1419,cliente1419@exemplo.com,Colômbia
1420,Cliente 1420,cliente1420@exemplo.com,Colômbia
1421,Cliente 1421,cliente1421@exemplo.com,México
1422,Cliente 1422,cliente1422@exemplo.com,Argentina
1423,Cliente 1423,cliente1423@exemplo.com,Espanha
1424,Cliente 1424,cliente1424@exemplo.com,Colômbia
1425,Cliente 1425,cliente1425@exemplo.com,EUA
1426,Cliente 1426,cliente1426@exemplo.com,Canadá
1427,Cliente 1427,cliente1427@exemplo.com,Canadá
1428,Cliente 1428,cliente1428@exemplo.com,Argentina
1429,Cliente 1429,cliente1429@exemplo.com,México
1430,Cliente 1430,cliente1430@exemplo.com,Brasil
1431,Cliente 1431,cliente1431@exemplo.com,Portugal
1432,Cliente 1432,cliente1432@exemplo.com,México
1433,Cliente 1433,cliente1433@exemplo.com,Portugal
1434,Cliente 1434,cliente1434@exemplo.com,México
1435,Cliente 1435,cliente1435@exemplo.com,México
1436,Cliente 1436,cliente1436@exemplo.com,Argentina
1437,Cliente 1437,cliente1437@exemplo.com,EUA
1438,Cliente 1438,cliente1438@exemplo.com,Colômbia
1439,Cliente 1439,cliente1439@exemplo.com,Canadá
1440,Cliente 1440,cliente1440@exemplo.com,EUA
1441,Cliente 1441,cliente1441@exemplo.com,Colômbia
1442,Cliente 1442,cliente1442@exemplo.com,Chile
1443,Cliente 1443,cliente1443@exemplo.com,Colômbia
1444,Cliente 1444,cliente1444@exemplo.com,Argentina
1445,Cliente 1445,cliente1445@exemplo.com,Espanha
1446,Cliente 1446,cliente1446@exemplo.com,Colômbia
1447,Cliente 1447,cliente1447@exemplo.com,Espanha
1448,Cliente 1448,cliente1448@exemplo.com,Portugal
1449,Cliente 1449,cliente1449@exemplo.com,Espanha
1450,Cliente 1450,cliente1450@exemplo.com,Chile
1451,Cliente 1451,cliente1451@exemplo.com,Portugal
1452,Cliente 1452,cliente1452@exemplo.com,Colômbia
1453,Cliente 1453,cliente1453@exemplo.com,Canadá
1454,Cliente 1454,cliente1454@exemplo.com,EUA
1455,Cliente 1455,cliente1455@exemplo.com,Peru
1456,Cliente 1456,cliente1456@exemplo.com,Argentina
1457,Cliente 1457,cliente1457@exemplo.com,Chile
1458,Cliente 1458,cliente1458@exemplo.com,Colômbia
1459,Cliente 1459,cliente1459@exemplo.com,Portugal
1460,Cliente 1460,cliente1460@exemplo.com,Colômbia
1461,Cliente 1461,cliente1461@exemplo.com,Canadá
1462,Cliente 1462,cliente1462@exemplo.com,Colômbia
1463,Cliente 1463,cliente1463@exemplo.com,Peru
1464,Cliente 1464,cliente1464@exemplo.com,Brasil
1465,Cliente 1465,cliente1465@exemplo.com,Brasil
1466,Cliente 1466,cliente1466@exemplo.com,México
1467,Cliente 1467,cliente1467@exemplo.com,Espanha
1468,Cliente 1468,cliente1468@exemplo.com,México
1469,Cliente 1469,cliente1469@exemplo.com,Brasil
1470,Cliente 1470,cliente1470@exemplo.com,Portugal
1471,Cliente 1471,cliente1471@exemplo.com,EUA
1472,Cliente 1472,cliente1472@exemplo.com,Brasil
1473,Cliente 1473,cliente1473@exemplo.com,Brasil
1474,Cliente 1474,cliente1474@exemplo.com,EUA
1475,Cliente 1475,cliente1475@exemplo.com,Chile
1476,Cliente 1476,cliente1476@exemplo.com,México
1477,Cliente 1477,cliente1477@exemplo.com,EUA
1478,Cliente 1478,cliente1478@exemplo.com,Portugal
1479,Cliente 1479,cliente1479@exemplo.com,Colômbia
1480,Cliente 1480,cliente1480@exemplo.com,Brasil
1481,Cliente 1481,cliente1481@exemplo.com,Canadá
1482,Cliente 1482,cliente1482@exemplo.com,México
1483,Cliente 1483,cliente1483@exemplo.com,Canadá
1484,Cliente 1484,cliente1484@exemplo.com,Canadá
1485,Cliente 1485,cliente1485@exemplo.com,Argentina
1486,Cliente 1486,cliente1486@exemplo.com,Argentina
1487,Cliente 1487,cliente1487@exemplo.com,Canadá
1488,Cliente 1488,cliente1488@exemplo.com,Argentina
1489,Cliente 1489,cliente1489@exemplo.com,Peru
1490,Cliente 1490,cliente1490@exemplo.com,Chile
1491,Cliente 1491,cliente1491@exemplo.com,Portugal
1492,Cliente 1492,cliente1492@exemplo.com,Peru
1493,Cliente 1493,cliente1493@exemplo.com,Canadá
1494,Cliente 1494,cliente1494@exemplo.com,Espanha
1495,Cliente 1495,cliente1495@exemplo.com,Chile
1496,Cliente 1496,cliente1496@exemplo.com,Colômbia
1497,Cliente 1497,cliente1497@exemplo.com,Peru
1498,Cliente 1498,cliente1498@exemplo.com,Chile
1499,Cliente 1499,cliente1499@exemplo.com,México
1500,Cliente 1500,cliente1500@exemplo.com,Espanha
1501,Cliente 1501,cliente1501@exemplo.com,Portugal
1502,Cliente 1502,cliente1502@exemplo.com,Chile
1503,Cliente 1503,cliente1503@exemplo.com,México
1504,Cliente 1504,cliente1504@exemplo.com,Brasil
1505,Cliente 1505,cliente1505@exemplo.com,Colômbia
1506,Cliente 1506,cliente1506@exemplo.com,México
1507,Cliente 1507,cliente1507@exemplo.com,Portugal
1508,Cliente 1508,cliente1508@exemplo.com,Portugal
1509,Cliente 1509,cliente1509@exemplo.com,Brasil
1510,Cliente 1510,cliente1510@exemplo.com,EUA
1511,Cliente 1511,cliente1511@exemplo.com,Portugal
1512,Cliente 1512,cliente1512@exemplo.com,Chile
1513,Cliente 1513,cliente1513@exemplo.com,México
1514,Cliente 1514,cliente1514@exemplo.com,Chile
1515,Cliente 1515,cliente1515@exemplo.com,México
1516,Cliente 1516,cliente1516@exemplo.com,México
1517,Cliente 1517,cliente1517@exemplo.com,Peru
1518,Cliente 1518,cliente1518@exemplo.com,Canadá
1519,Cliente 1519,cliente1519@exemplo.com,Brasil
1520,Cliente 1520,cliente1520@exemplo.com,Colômbia
1521,Cliente 1521,cliente1521@exemplo.com,Peru
1522,Cliente 1522,cliente1522@exemplo.com,Espanha
1523,Cliente 1523,cliente1523@exemplo.com,Brasil
1524,Cliente 1524,cliente1524@exemplo.com,Argentina
1525,Cliente 1525,cliente1525@exemplo.com,Canadá
1526,Cliente 1526,cliente1526@exemplo.com,Brasil
1527,Cliente 1527,cliente1527@exemplo.com,Brasil
1528,Cliente 1528,cliente1528@exemplo.com,Argentina
1529,Cliente 1529,cliente1529@exemplo.com,Argentina
1530,Cliente 1530,cliente1530@exemplo.com,Chile
1531,Cliente 1531,cliente1531@exemplo.com,Peru
1532,Cliente 1532,cliente1532@exemplo.com,Canadá
1533,Cliente 1533,cliente1533@exemplo.com,Peru
1534,Cliente 1534,cliente1534@exemplo.com,Espanha
1535,Cliente 1535,cliente1535@exemplo.com,Chile
1536,Cliente 1536,cliente1536@exemplo.com,EUA
1537,Cliente 1537,cliente1537@exemplo.com,Colômbia
1538,Cliente 1538,cliente1538@exemplo.com,Colômbia
1539,Cliente 1539,cliente1539@exemplo.com,Espanha
1540,Cliente 1540,cliente1540@exemplo.com,Canadá
1541,Cliente 1541,cliente1541@exemplo.com,EUA
1542,Cliente 1542,cliente1542@exemplo.com,Espanha
1543,Cliente 1543,cliente1543@exemplo.com,Espanha
1544,Cliente 1544,cliente1544@exemplo.com,Chile
1545,Cliente 1545,cliente1545@exemplo.com,Espanha
1546,Cliente 1546,cliente1546@exemplo.com,Peru
1547,Cliente 1547,cliente1547@exemplo.com,Espanha
1548,Cliente 1548,cliente1548@exemplo.com,Canadá
1549,Cliente 1549,cliente1549@exemplo.com,Portugal
1550,Cliente 1550,cliente1550@exemplo.com,Peru
1551,Cliente 1551,cliente1551@exemplo.com,Espanha
1552,Cliente 1552,cliente1552@exemplo.com,Portugal
1553,Cliente 1553,cliente1553@exemplo.com,EUA
1554,Cliente 1554,cliente1554@exemplo.com,Espanha
1555,Cliente 1555,cliente1555@exemplo.com,México
1556,Cliente 1556,cliente1556@exemplo.com,Peru
1557,Cliente 1557,cliente1557@exemplo.com,Colômbia
1558,Cliente 1558,cliente1558@exemplo.com,México
1559,Cliente 1559,cliente1559@exemplo.com,Chile
1560,Cliente 1560,cliente1560@exemplo.com,Espanha
1561,Cliente 1561,cliente1561@exemplo.com,Brasil
1562,Cliente 1562,cliente1562@exemplo.com,Colômbia
1563,Cliente 1563,cliente1563@exemplo.com,México
1564,Cliente 1564,cliente1564@exemplo.com,México
1565,Cliente 1565,cliente1565@exemplo.com,Portugal
1566,Cliente 1566,cliente1566@exemplo.com,Peru
1567,Cliente 1567,cliente1567@exemplo.com,Brasil
1568,Cliente 1568,cliente1568@exemplo.com,EUA
1569,Cliente 1569,cliente1569@exemplo.com,Peru
1570,Cliente 1570,cliente1570@exemplo.com,Argentina
1571,Cliente 1571,cliente1571@exemplo.com,EUA
1572,Cliente 1572,cliente1572@exemplo.com,Chile
1573,Cliente 1573,cliente1573@exemplo.com,EUA
1574,Cliente 1574,cliente1574@exemplo.com,Peru
1575,Cliente 1575,cliente1575@exemplo.com,EUA
1576,Cliente 1576,cliente1576@exemplo.com,Canadá
1577,Cliente 1577,cliente1577@exemplo.com,Argentina
1578,Cliente 1578,cliente1578@exemplo.com,Peru
1579,Cliente 1579,cliente1579@exemplo.com,Peru
1580,Cliente 1580,cliente1580@exemplo.com,EUA
1581,Cliente 1581,cliente1581@exemplo.com,Colômbia
1582,Cliente 1582,cliente1582@exemplo.com,México
1583,Cliente 1583,cliente1583@exemplo.com,México
1584,Cliente 1584,cliente1584@exemplo.com,Chile
1585,Cliente 1585,cliente1585@exemplo.com,Argentina
1586,Cliente 1586,cliente1586@exemplo.com,Espanha
1587,Cliente 1587,cliente1587@exemplo.com,Portugal
1588,Cliente 1588,cliente1588@exemplo.com,Portugal
1589,Cliente 1589,cliente1589@exemplo.com,Colômbia
1590,Cliente 1590,cliente1590@exemplo.com,Colômbia
1591,Cliente 1591,cliente1591@exemplo.com,Portugal
1592,Cliente 1592,cliente1592@exemplo.com,Espanha
1593,Cliente 1593,cliente1593@exemplo.com,Canadá
1594,Cliente 1594,cliente1594@exemplo.com,Canadá
1595,Cliente 1595,cliente1595@exemplo.com,Chile
1596,Cliente 1596,cliente1596@exemplo.com,Espanha
1597,Cliente 1597,cliente1597@exemplo.com,Brasil
1598,Cliente 1598,cliente1598@exemplo.com,EUA
1599,Cliente 1599,cliente1599@exemplo.com,Portugal
1600,Cliente 1600,cliente1600@exemplo.com,Portugal
1601,Cliente 1601,cliente1601@exemplo.com,México
1602,Cliente 1602,cliente1602@exemplo.com,Peru
1603,Cliente 1603,cliente1603@exemplo.com,Argentina
1604,Cliente 1604,cliente1604@exemplo.com,Brasil
1605,Cliente 1605,cliente1605@exemplo.com,Argentina
1606,Cliente 1606,cliente1606@exemplo.com,EUA
1607,Cliente 1607,cliente1607@exemplo.com,Brasil
1608,Cliente 1608,cliente1608@exemplo.com,Argentina
1609,Cliente 1609,cliente1609@exemplo.com,Argentina
1610,Cliente 1610,cliente1610@exemplo.com,Argentina
1611,Cliente 1611,cliente1611@exemplo.com,Chile
1612,Cliente 1612,cliente1612@exemplo.com,Chile
1613,Cliente 1613,cliente1613@exemplo.com,Portugal
1614,Cliente 1614,cliente1614@exemplo.com,México
1615,Cliente 1615,cliente1615@exemplo.com,Colômbia
1616,Cliente 1616,cliente1616@exemplo.com,Argentina
1617,Cliente 1617,cliente1617@exemplo.com,Peru
1618,Cliente 1618,cliente1618@exemplo.com,Espanha
1619,Cliente 1619,cliente1619@exemplo.com,Brasil
1620,Cliente 1620,cliente1620@exemplo.com,Espanha
1621,Cliente 1621,cliente1621@exemplo.com,Canadá
1622,Cliente 1622,cliente1622@exemplo.com,EUA
1623,Cliente 1623,cliente1623@exemplo.com,México
1624,Cliente 1624,cliente1624@exemplo.com,Canadá
1625,Cliente 1625,cliente1625@exemplo.com,México
1626,Cliente 1626,cliente1626@exemplo.com,Chile
1627,Cliente 1627,cliente1627@exemplo.com,Brasil
1628,Cliente 1628,cliente1628@exemplo.com,Canadá
1629,Cliente 1629,cliente1629@exemplo.com,Portugal
1630,Cliente 1630,cliente1630@exemplo.com,Canadá
1631,Cliente 1631,cliente1631@exemplo.com,Peru
1632,Cliente 1632,cliente1632@exemplo.com,Chile
1633,Cliente 1633,cliente1633@exemplo.com,Peru
1634,Cliente 1634,cliente1634@exemplo.com,Colômbia
1635,Cliente 1635,cliente1635@exemplo.com,Brasil
1636,Cliente 1636,cliente1636@exemplo.com,Brasil
1637,Cliente 1637,cliente1637@exemplo.com,Portugal
1638,Cliente 1638,cliente1638@exemplo.com,EUA
1639,Cliente 1639,cliente1639@exemplo.com,México
1640,Cliente 1640,cliente1640@exemplo.com,Canadá
1641,Cliente 1641,cliente1641@exemplo.com,Chile
1642,Cliente 1642,cliente1642@exemplo.com,Colômbia
1643,Cliente 1643,cliente1643@exemplo.com,México
1644,Cliente 1644,cliente1644@exemplo.com,México
1645,Cliente 1645,cliente1645@exemplo.com,Peru
1646,Cliente 1646,cliente1646@exemplo.com,Colômbia
1647,Cliente 1647,cliente1647@exemplo.com,Argentina
1648,Cliente 1648,cliente1648@exemplo.com,Colômbia
1649,Cliente 1649,cliente1649@exemplo.com,EUA
1650,Cliente 1650,cliente1650@exemplo.com,EUA
1651,Cliente 1651,cliente1651@exemplo.com,Colômbia
1652,Cliente 1652,cliente1652@exemplo.com,Peru
1653,Cliente 1653,cliente1653@exemplo.com,México
1654,Cliente 1654,cliente1654@exemplo.com,EUA
1655,Cliente 1655,cliente1655@exemplo.com,EUA
1656,Cliente 1656,cliente1656@exemplo.com,Argentina
1657,Cliente 1657,cliente1657@exemplo.com,EUA
1658,Cliente 1658,cliente1658@exemplo.com,EUA
1659,Cliente 1659,cliente1659@exemplo.com,Peru
1660,Cliente 1660,cliente1660@exemplo.com,Canadá
1661,Cliente 1661,cliente1661@exemplo.com,Chile
1662,Cliente 1662,cliente1662@exemplo.com,Chile
1663,Cliente 1663,cliente1663@exemplo.com,Brasil
1664,Cliente 1664,cliente1664@exemplo.com,EUA
1665,Cliente 1665,cliente1665@exemplo.com,México
1666,Cliente 1666,cliente1666@exemplo.com,Peru
1667,Cliente 1667,cliente1667@exemplo.com,EUA
1668,Cliente 1668,cliente1668@exemplo.com,Portugal
1669,Cliente 1669,cliente1669@exemplo.com,Portugal
1670,Cliente 1670,cliente1670@exemplo.com,Colômbia
1671,Cliente 1671,cliente1671@exemplo.com,Colômbia
1672,Cliente 1672,cliente1672@exemplo.com,Colômbia
1673,Cliente 1673,cliente1673@exemplo.com,Peru
1674,Cliente 1674,cliente1674@exemplo.com,Argentina
1675,Cliente 1675,cliente1675@exemplo.com,Espanha
1676,Cliente 1676,cliente1676@exemplo.com,Peru
1677,Cliente 1677,cliente1677@exemplo.com,Argentina
1678,Cliente 1678,cliente1678@exemplo.com,Canadá
1679,Cliente 1679,cliente1679@exemplo.com,Colômbia
1680,Cliente 1680,cliente1680@exemplo.com,Brasil
1681,Cliente 1681,cliente1681@exemplo.com,EUA
1682,Cliente 1682,cliente1682@exemplo.com,Portugal
1683,Cliente 1683,cliente1683@exemplo.com,Chile
1684,Cliente 1684,cliente1684@exemplo.com,Brasil
1685,Cliente 1685,cliente1685@exemplo.com,EUA
1686,Cliente 1686,cliente1686@exemplo.com,Argentina
1687,Cliente 1687,cliente1687@exemplo.com,Brasil
1688,Cliente 1688,cliente1688@exemplo.com,Chile
1689,Cliente 1689,cliente1689@exemplo.com,Colômbia
1690,Cliente 1690,cliente1690@exemplo.com,EUA
1691,Cliente 1691,cliente1691@exemplo.com,Chile
1692,Cliente 1692,cliente1692@exemplo.com,Brasil
1693,Cliente 1693,cliente1693@exemplo.com,Espanha
1694,Cliente 1694,cliente1694@exemplo.com,Portugal
1695,Cliente 1695,cliente1695@exemplo.com,Espanha
1696,Cliente 1696,cliente1696@exemplo.com,Espanha
1697,Cliente 1697,cliente1697@exemplo.com,Canadá
1698,Cliente 1698,cliente1698@exemplo.com,Colômbia
1699,Cliente 1699,cliente1699@exemplo.com,Peru
1700,Cliente 1700,cliente1700@exemplo.com,Espanha
1701,Cliente 1701,cliente1701@exemplo.com,EUA
1702,Cliente 1702,cliente1702@exemplo.com,EUA
1703,Cliente 1703,cliente1703@exemplo.com,Espanha
1704,Cliente 1704,cliente1704@exemplo.com,Canadá
1705,Cliente 1705,cliente1705@exemplo.com,Chile
1706,Cliente 1706,cliente1706@exemplo.com,Peru
1707,Cliente 1707,cliente1707@exemplo.com,Argentina
1708,Cliente 1708,cliente1708@exemplo.com,Argentina
1709,Cliente 1709,cliente1709@exemplo.com,Chile
1710,Cliente 1710,cliente1710@exemplo.com,Espanha
1711,Cliente 1711,cliente1711@exemplo.com,EUA
1712,Cliente 1712,cliente1712@exemplo.com,Canadá
1713,Cliente 1713,cliente1713@exemplo.com,Portugal
1714,Cliente 1714,cliente1714@exemplo.com,Peru
1715,Cliente 1715,cliente1715@exemplo.com,Argentina
1716,Cliente 1716,cliente1716@exemplo.com,Argentina
1717,Cliente 1717,cliente1717@exemplo.com,Argentina
1718,Cliente 1718,cliente1718@exemplo.com,Portugal
1719,Cliente 1719,cliente1719@exemplo.com,Peru
1720,Cliente 1720,cliente1720@exemplo.com,México
1721,Cliente 1721,cliente1721@exemplo.com,Argentina
1722,Cliente 1722,cliente1722@exemplo.com,México
1723,Cliente 1723,cliente1723@exemplo.com,Espanha
1724,Cliente 1724,cliente1724@exemplo.com,Argentina
1725,Cliente 1725,cliente1725@exemplo.com,Espanha
1726,Cliente 1726,cliente1726@exemplo.com,EUA
1727,Cliente 1727,cliente1727@exemplo.com,Peru
1728,Cliente 1728,cliente1728@exemplo.com,Canadá
1729,Cliente 1729,cliente1729@exemplo.com,Brasil
1730,Cliente 1730,cliente1730@exemplo.com,Peru
1731,Cliente 1731,cliente1731@exemplo.com,Peru
1732,Cliente 1732,cliente1732@exemplo.com,Canadá
1733,Cliente 1733,cliente1733@exemplo.com,México
1734,Cliente 1734,cliente1734@exemplo.com,Argentina
1735,Cliente 1735,cliente1735@exemplo.com,Espanha
1736,Cliente 1736,cliente1736@exemplo.com,Canadá
1737,Cliente 1737,cliente1737@exemplo.com,Peru
1738,Cliente 1738,cliente1738@exemplo.com,Brasil
1739,Cliente 1739,cliente1739@exemplo.com,Portugal
1740,Cliente 1740,cliente1740@exemplo.com,Canadá
1741,Cliente 1741,cliente1741@exemplo.com,Espanha
1742,Cliente 1742,cliente1742@exemplo.com,Portugal
1743,Cliente 1743,cliente1743@exemplo.com,Colômbia
1744,Cliente 1744,cliente1744@exemplo.com,Colômbia
1745,Cliente 1745,cliente1745@exemplo.com,Portugal
1746,Cliente 1746,cliente1746@exemplo.com,Portugal
1747,Cliente 1747,cliente1747@exemplo.com,Chile
1748,Cliente 1748,cliente1748@exemplo.com,Portugal
1749,Cliente 1749,cliente1749@exemplo.com,Argentina
1750,Cliente 1750,cliente1750@exemplo.com,Peru
1751,Cliente 1751,cliente1751@exemplo.com,Brasil
1752,Cliente 1752,cliente1752@exemplo.com,Brasil
1753,Cliente 1753,cliente1753@exemplo.com,Argentina
1754,Cliente 1754,cliente1754@exemplo.com,Canadá
1755,Cliente 1755,cliente1755@exemplo.com,Portugal
1756,Cliente 1756,cliente1756@exemplo.com,Colômbia
1757,Cliente 1757,cliente1757@exemplo.com,EUA
1758,Cliente 1758,cliente1758@exemplo.com,Espanha
1759,Cliente 1759,cliente1759@exemplo.com,Peru
1760,Cliente 1760,cliente1760@exemplo.com,Canadá
1761,Cliente 1761,cliente1761@exemplo.com,EUA
1762,Cliente 1762,cliente1762@exemplo.com,Portugal
1763,Cliente 1763,cliente1763@exemplo.com,México
1764,Cliente 1764,cliente1764@exemplo.com,Canadá
1765,Cliente 1765,cliente1765@exemplo.com,Colômbia
1766,Cliente 1766,cliente1766@exemplo.com,México
1767,Cliente 1767,cliente1767@exemplo.com,Argentina
1768,Cliente 1768,cliente1768@exemplo.com,México
1769,Cliente 1769,cliente1769@exemplo.com,Espanha
1770,Cliente 1770,cliente1770@exemplo.com,México
1771,Cliente 1771,cliente1771@exemplo.com,Portugal
1772,Cliente 1772,cliente1772@exemplo.com,Portugal
1773,Cliente 1773,cliente1773@exemplo.com,Argentina
1774,Cliente 1774,cliente1774@exemplo.com,Brasil
1775,Cliente 1775,cliente1775@exemplo.com,EUA
1776,Cliente 1776,cliente1776@exemplo.com,Espanha
1777,Cliente 1777,cliente1777@exemplo.com,Argentina
1778,Cliente 1778,cliente1778@exemplo.com,Espanha
1779,Cliente 1779,cliente1779@exemplo.com,Portugal
1780,Cliente 1780,cliente1780@exemplo.com,Peru
1781,Cliente 1781,cliente1781@exemplo.com,Brasil
1782,Cliente 1782,cliente1782@exemplo.com,Espanha
1783,Cliente 1783,cliente1783@exemplo.com,Portugal
1784,Cliente 1784,cliente1784@exemplo.com,EUA
1785,Cliente 1785,cliente1785@exemplo.com,Peru
1786,Cliente 1786,cliente1786@exemplo.com,Peru
1787,Cliente 1787,cliente1787@exemplo.com,Argentina
1788,Cliente 1788,cliente1788@exemplo.com,Peru
1789,Cliente 1789,cliente1789@exemplo.com,Argentina
1790,Cliente 1790,cliente1790@exemplo.com,Canadá
1791,Cliente 1791,cliente1791@exemplo.com,EUA
1792,Cliente 1792,cliente1792@exemplo.com,Peru
1793,Cliente 1793,cliente1793@exemplo.com,EUA
1794,Cliente 1794,cliente1794@exemplo.com,Chile
1795,Cliente 1795,cliente1795@exemplo.com,Colômbia
1796,Cliente 1796,cliente1796@exemplo.com,Brasil
1797,Cliente 1797,cliente1797@exemplo.com,Chile
1798,Cliente 1798,cliente1798@exemplo.com,Colômbia
1799,Cliente 1799,cliente1799@exemplo.com,Argentina
1800,Cliente 1800,cliente1800@exemplo.com,Argentina
1801,Cliente 1801,cliente1801@exemplo.com,Argentina
1802,Cliente 1802,cliente1802@exemplo.com,EUA
1803,Cliente 1803,cliente1803@exemplo.com,Brasil
1804,Cliente 1804,cliente1804@exemplo.com,México
1805,Cliente 1805,cliente1805@exemplo.com,Argentina
1806,Cliente 1806,cliente1806@exemplo.com,Portugal
1807,Cliente 1807,cliente1807@exemplo.com,Espanha
1808,Cliente 1808,cliente1808@exemplo.com,Peru
1809,Cliente 1809,cliente1809@exemplo.com,Canadá
1810,Cliente 1810,cliente1810@exemplo.com,Portugal
1811,Cliente 1811,cliente1811@exemplo.com,México
1812,Cliente 1812,cliente1812@exemplo.com,EUA
1813,Cliente 1813,cliente1813@exemplo.com,Peru
1814,Cliente 1814,cliente1814@exemplo.com,México
1815,Cliente 1815,cliente1815@exemplo.com,Espanha
1816,Cliente 1816,cliente1816@exemplo.com,Argentina
1817,Cliente 1817,cliente1817@exemplo.com,EUA
1818,Cliente 1818,cliente1818@exemplo.com,Espanha
1819,Cliente 1819,cliente1819@exemplo.com,EUA
1820,Cliente 1820,cliente1820@exemplo.com,Portugal
1821,Cliente 1821,cliente1821@exemplo.com,Colômbia
1822,Cliente 1822,cliente1822@exemplo.com,Chile
1823,Cliente 1823,cliente1823@exemplo.com,Argentina
1824,Cliente 1824,cliente1824@exemplo.com,Canadá
1825,Cliente 1825,cliente1825@exemplo.com,Peru
1826,Cliente 1826,cliente1826@exemplo.com,Colômbia
1827,Cliente 1827,cliente1827@exemplo.com,Colômbia
1828,Cliente 1828,cliente1828@exemplo.com,Espanha
1829,Cliente 1829,cliente1829@exemplo.com,Colômbia
1830,Cliente 1830,cliente1830@exemplo.com,Argentina
1831,Cliente 1831,cliente1831@exemplo.com,Peru
1832,Cliente 1832,cliente1832@exemplo.com,Peru
1833,Cliente 1833,cliente1833@exemplo.com,Argentina
1834,Cliente 1834,cliente1834@exemplo.com,Espanha
1835,Cliente 1835,cliente1835@exemplo.com,Espanha
1836,Cliente 1836,cliente1836@exemplo.com,Colômbia
1837,Cliente 1837,cliente1837@exemplo.com,Chile
1838,Cliente 1838,cliente1838@exemplo.com,Colômbia
1839,Cliente 1839,cliente1839@exemplo.com,Espanha
1840,Cliente 1840,cliente1840@exemplo.com,Colômbia
1841,Cliente 1841,cliente1841@exemplo.com,Chile
1842,Cliente 1842,cliente1842@exemplo.com,México
1843,Cliente 1843,cliente1843@exemplo.com,Portugal
