id_pedido,id_cliente,data_pedido,valor_total,id_produto_associado,nome_cliente,email_cliente,pais,id_produto,produto_associado_nome,produto_associado_categoria,produto_associado_preco
1435,3715,2023-09-09,1158.59,691,Cliente 3715,cliente3715@exemplo.com,México,691,Produto 691,Livros,819.62
1436,3500,2023-10-19,4445.03,742,Cliente 3500,cliente3500@exemplo.com,Colômbia,742,Produto 742,Beleza,107.16
1437,511,2023-07-15,1998.03,936,Cliente 511,cliente511@exemplo.com,Portugal,936,Produto 936,Artigos para Casa,427.09
1438,2106,2023-09-06,776.8,132,Cliente 2106,cliente2106@exemplo.com,Espanha,132,Produto 132,Livros,757.7
1439,1964,2023-01-09,889.95,624,Cliente 1964,cliente1964@exemplo.com,Brasil,624,Produto 624,Esportes,242.76
1440,3776,2023-11-30,3349.82,702,Cliente 3776,cliente3776@exemplo.com,Chile,702,Produto 702,Brinquedos,501.45
1441,2934,2024-10-18,2720.48,123,Cliente 2934,cliente2934@exemplo.com,Espanha,123,Produto 123,Esportes,684.02
1442,471,2024-10-07,3455.87,432,Cliente 471,cliente471@exemplo.com,Canadá,432,Produto 432,Brinquedos,712.15
1443,3772,2024-10-18,4325.29,290,Cliente 3772,cliente3772@exemplo.com,Argentina,290,Produto 290,Artigos para Casa,835.31
1444,1590,2024-08-20,4090.41,625,Cliente 1590,cliente1590@exemplo.com,EUA,625,Produto 625,Alimentos,128.74
1445,207,2023-12-07,4403.29,360,Cliente 207,cliente207@exemplo.com,EUA,360,Produto 360,Esportes,633.79
1446,888,2024-10-14,1856.99,39,Cliente 888,cliente888@exemplo.com,Chile,39,Produto 39,Beleza,436.16
1447,3177,2024-11-17,4423.93,665,Cliente 3177,cliente3177@exemplo.com,Portugal,665,Produto 665,Eletrônicos,943.59
1448,238,2024-10-25,1809.85,783,Cliente 238,cliente238@exemplo.com,Canadá,783,Produto 783,Beleza,103.9
1449,2336,2024-08-28,3027.6,460,Cliente 2336,cliente2336@exemplo.com,Portugal,460,Produto 460,Esportes,972.77
1450,4513,2023-07-01,1109.0,727,Cliente 4513,cliente4513@exemplo.com,México,727,Produto 727,Alimentos,758.19
1451,862,2023-08-17,4860.07,483,Cliente 862,cliente862@exemplo.com,EUA,483,Produto 483,Roupas,293.71
1452,190,2023-12-30,4844.22,269,Cliente 190,cliente190@exemplo.com,Argentina,269,Produto 269,Brinquedos,211.57
1453,4398,2023-05-25,4075.44,451,Cliente 4398,cliente4398@exemplo.com,Colômbia,451,Produto 451,Alimentos,497.11
1454,2274,2024-12-06,1559.22,645,Cliente 2274,cliente2274@exemplo.com,Peru,645,Produto 645,Beleza,578.84
1455,3149,2024-09-10,3973.24,674,Cliente 3149,cliente3149@exemplo.com,Canadá,674,Produto 674,Alimentos,725.42
1456,3168,2024-10-05,2405.38,835,Cliente 3168,cliente3168@exemplo.com,EUA,835,Produto 835,Eletrônicos,742.28
1457,4631,2023-05-09,3844.96,129,Cliente 4631,cliente4631@exemplo.com,Canadá,129,Produto 129,Eletrônicos,338.71
1458,2726,2023-02-03,537.91,57,Cliente 2726,cliente2726@exemplo.com,México,57,Produto 57,Esportes,935.2
1459,4240,2023-09-19,3175.64,794,Cliente 4240,cliente4240@exemplo.com,Chile,794,Produto 794,Esportes,242.89
1460,1724,2023-05-28,1632.05,82,Cliente 1724,cliente1724@exemplo.com,Canadá,82,Produto 82,Roupas,591.74
1461,3128,2024-11-18,2317.38,13,Cliente 3128,cliente3128@exemplo.com,Argentina,13,Produto 13,Brinquedos,866.24
1462,2693,2024-06-23,2699.85,118,Cliente 2693,cliente2693@exemplo.com,México,118,Produto 118,Roupas,114.07
1463,3777,2024-05-15,767.9,187,Cliente 3777,cliente3777@exemplo.com,Portugal,187,Produto 187,Brinquedos,837.25
1464,201,2024-10-27,4585.74,384,Cliente 201,cliente201@exemplo.com,Colômbia,384,Produto 384,Artigos para Casa,764.33
1465,968,2023-07-16,4107.71,72,Cliente 968,cliente968@exemplo.com,México,72,Produto 72,Esportes,282.13
1466,2886,2024-04-02,3881.26,331,Cliente 2886,cliente2886@exemplo.com,Portugal,331,Produto 331,Beleza,273.45
1467,2494,2023-10-12,4286.85,509,Cliente 2494,cliente2494@exemplo.com,Colômbia,509,Produto 509,Eletrônicos,224.86
1468,3831,2024-07-29,539.45,734,Cliente 3831,cliente3831@exemplo.com,Canadá,734,Produto 734,Alimentos,946.8
1469,774,2024-06-12,2979.25,875,Cliente 774,cliente774@exemplo.com,Canadá,875,Produto 875,Alimentos,110.18
1470,402,2024-03-29,119.43,367,Cliente 402,cliente402@exemplo.com,Canadá,367,Produto 367,Brinquedos,326.51
1471,2953,2023-04-29,3474.89,486,Cliente 2953,cliente2953@exemplo.com,Colômbia,486,Produto 486,Brinquedos,294.99
1472,3481,2023-06-01,4456.14,895,Cliente 3481,cliente3481@exemplo.com,Colômbia,895,Produto 895,Roupas,988.57
1473,537,2023-07-17,4169.08,554,Cliente 537,cliente537@exemplo.com,Portugal,554,Produto 554,Brinquedos,117.02
1474,4116,2023-06-12,2349.71,672,Cliente 4116,cliente4116@exemplo.com,Brasil,672,Produto 672,Brinquedos,395.64
1475,2401,2024-05-05,1900.96,750,Cliente 2401,cliente2401@exemplo.com,Canadá,750,Produto 750,Livros,176.72
1476,1949,2023-12-15,956.73,512,Cliente 1949,cliente1949@exemplo.com,Portugal,512,Produto 512,Livros,214.09
1477,1827,2024-09-16,3655.74,36,Cliente 1827,cliente1827@exemplo.com,EUA,36,Produto 36,Livros,155.08
1478,909,2024-03-23,4754.92,353,Cliente 909,cliente909@exemplo.com,EUA,353,Produto 353,Roupas,100.12
1479,2483,2024-06-19,4392.55,520,Cliente 2483,cliente2483@exemplo.com,EUA,520,Produto 520,Beleza,162.54
1480,4112,2024-06-08,4030.18,830,Cliente 4112,cliente4112@exemplo.com,Colômbia,830,Produto 830,Beleza,785.34
1481,3008,2024-12-19,979.02,836,Cliente 3008,cliente3008@exemplo.com,Peru,836,Produto 836,Esportes,479.23
1482,3310,2023-10-27,4423.11,183,Cliente 3310,cliente3310@exemplo.com,Chile,183,Produto 183,Alimentos,94.34
1483,1250,2024-03-08,3824.46,185,Cliente 1250,cliente1250@exemplo.com,México,185,Produto 185,Roupas,397.66
1484,3975,2023-09-27,2119.04,345,Cliente 3975,cliente3975@exemplo.com,Peru,345,Produto 345,Artigos para Casa,852.05
1485,758,2023-07-27,3036.42,397,Cliente 758,cliente758@exemplo.com,Colômbia,397,Produto 397,Esportes,764.8
1486,1690,2024-02-22,559.65,246,Cliente 1690,cliente1690@exemplo.com,EUA,246,Produto 246,Artigos para Casa,593.47
1487,352,2024-11-02,3422.69,728,Cliente 352,cliente352@exemplo.com,Peru,728,Produto 728,Artigos para Casa,616.88
1488,3032,2023-04-23,3658.42,478,Cliente 3032,cliente3032@exemplo.com,Canadá,478,Produto 478,Alimentos,395.83
1489,2164,2024-08-12,3898.99,686,Cliente 2164,cliente2164@exemplo.com,Brasil,686,Produto 686,Eletrônicos,313.56
1490,3095,2023-05-08,209.8,568,Cliente 3095,cliente3095@exemplo.com,Colômbia,568,Produto 568,Beleza,344.88
1491,3949,2024-04-21,2620.89,104,Cliente 3949,cliente3949@exemplo.com,EUA,104,Produto 104,Brinquedos,935.57
1492,2046,2024-07-06,4037.96,616,Cliente 2046,cliente2046@exemplo.com,Canadá,616,Produto 616,Artigos para Casa,844.76
1493,2676,2024-11-08,3480.86,763,Cliente 2676,cliente2676@exemplo.com,Colômbia,763,Produto 763,Livros,946.27
1494,1261,2023-05-19,2470.19,251,Cliente 1261,cliente1261@exemplo.com,México,251,Produto 251,Artigos para Casa,16.77
1495,2415,2024-08-24,2261.17,698,Cliente 2415,cliente2415@exemplo.com,Chile,698,Produto 698,Livros,376.13
1496,3908,2023-11-03,3865.55,635,Cliente 3908,cliente3908@exemplo.com,EUA,635,Produto 635,Alimentos,407.79
1497,733,2024-10-26,2507.36,991,Cliente 733,cliente733@exemplo.com,EUA,991,Produto 991,Roupas,78.61
1498,4963,2023-12-01,1599.9,480,Cliente 4963,cliente4963@exemplo.com,Canadá,480,Produto 480,Alimentos,858.49
1499,2921,2024-01-15,2262.08,712,Cliente 2921,cliente2921@exemplo.com,Chile,712,Produto 712,Artigos para Casa,392.6
1500,1730,2024-01-04,1532.95,727,Cliente 1730,cliente1730@exemplo.com,México,727,Produto 727,Alimentos,758.19
1501,922,2024-11-23,2284.9,819,Cliente 922,cliente922@exemplo.com,Chile,819,Produto 819,Beleza,760.6
1502,2091,2024-04-27,2160.63,78,Cliente 2091,cliente2091@exemplo.com,Canadá,78,Produto 78,Brinquedos,734.03
1503,2460,2023-09-10,3846.43,309,Cliente 2460,cliente2460@exemplo.com,Colômbia,309,Produto 309,Brinquedos,232.53
1504,799,2023-08-31,1414.44,787,Cliente 799,cliente799@exemplo.com,Peru,787,Produto 787,Eletrônicos,177.33
1505,1878,2024-10-23,4224.33,743,Cliente 1878,cliente1878@exemplo.com,Colômbia,743,Produto 743,Eletrônicos,715.26
1506,4089,2024-08-25,533.4,146,Cliente 4089,cliente4089@exemplo.com,Argentina,146,Produto 146,Eletrônicos,280.1
1507,62,2024-01-25,2272.75,559,Cliente 62,cliente62@exemplo.com,Canadá,559,Produto 559,Beleza,316.4
1508,2961,2023-12-13,162.41,374,Cliente 2961,cliente2961@exemplo.com,Peru,374,Produto 374,Esportes,261.75
1509,503,2024-11-06,4614.36,164,Cliente 503,cliente503@exemplo.com,Colômbia,164,Produto 164,Livros,279.53
1510,3013,2023-11-28,800.47,446,Cliente 3013,cliente3013@exemplo.com,Portugal,446,Produto 446,Artigos para Casa,446.49
1511,2234,2023-08-15,2184.58,962,Cliente 2234,cliente2234@exemplo.com,Canadá,962,Produto 962,Alimentos,336.34
1512,2248,2024-08-21,3343.37,728,Cliente 2248,cliente2248@exemplo.com,Brasil,728,Produto 728,Artigos para Casa,616.88
1513,1330,2024-07-29,2683.36,520,Cliente 1330,cliente1330@exemplo.com,Canadá,520,Produto 520,Beleza,162.54
1514,4660,2023-07-28,1146.08,207,Cliente 4660,cliente4660@exemplo.com,México,207,Produto 207,Beleza,979.37
1515,3350,2023-09-16,3195.69,449,Cliente 3350,cliente3350@exemplo.com,EUA,449,Produto 449,Roupas,688.96
1516,3802,2023-06-18,1688.71,88,Cliente 3802,cliente3802@exemplo.com,Canadá,88,Produto 88,Artigos para Casa,828.21
1517,2160,2024-05-11,892.27,944,Cliente 2160,cliente2160@exemplo.com,Colômbia,944,Produto 944,Roupas,838.0
1518,2028,2024-11-08,4510.93,797,Cliente 2028,cliente2028@exemplo.com,Colômbia,797,Produto 797,Livros,264.38
1519,1681,2024-09-28,2603.0,997,Cliente 1681,cliente1681@exemplo.com,Brasil,997,Produto 997,Esportes,842.14
1520,637,2023-10-01,2925.34,742,Cliente 637,cliente637@exemplo.com,Peru,742,Produto 742,Beleza,107.16
1521,2014,2023-06-01,2407.35,688,Cliente 2014,cliente2014@exemplo.com,Chile,688,Produto 688,Roupas,763.63
1522,1251,2023-07-23,1277.16,661,Cliente 1251,cliente1251@exemplo.com,Peru,661,Produto 661,Esportes,830.79
1523,60,2023-01-20,2360.15,900,Cliente 60,cliente60@exemplo.com,Peru,900,Produto 900,Eletrônicos,405.71
1524,237,2024-08-28,397.63,914,Cliente 237,cliente237@exemplo.com,Canadá,914,Produto 914,Livros,384.71
1525,1161,2024-07-07,211.78,322,Cliente 1161,cliente1161@exemplo.com,México,322,Produto 322,Eletrônicos,47.57
1526,1451,2024-03-04,621.44,125,Cliente 1451,cliente1451@exemplo.com,Portugal,125,Produto 125,Livros,583.51
1527,2914,2023-02-10,1894.5,389,Cliente 2914,cliente2914@exemplo.com,Chile,389,Produto 389,Brinquedos,240.83
1528,2906,2024-10-08,655.75,363,Cliente 2906,cliente2906@exemplo.com,EUA,363,Produto 363,Eletrônicos,856.69
1529,3872,2024-08-31,2229.39,958,Cliente 3872,cliente3872@exemplo.com,México,958,Produto 958,Roupas,398.75
1530,182,2024-06-30,3303.86,702,Cliente 182,cliente182@exemplo.com,Portugal,702,Produto 702,Brinquedos,501.45
1531,2765,2024-10-24,2040.34,677,Cliente 2765,cliente2765@exemplo.com,México,677,Produto 677,Artigos para Casa,949.9
1532,1991,2023-11-26,3302.66,288,Cliente 1991,cliente1991@exemplo.com,Brasil,288,Produto 288,Brinquedos,880.66
1533,1797,2024-04-18,2080.18,841,Cliente 1797,cliente1797@exemplo.com,México,841,Produto 841,Eletrônicos,874.22
1534,4595,2024-03-15,442.2,984,Cliente 4595,cliente4595@exemplo.com,Argentina,984,Produto 984,Brinquedos,532.51
1535,2432,2024-11-05,1402.48,593,Cliente 2432,cliente2432@exemplo.com,Peru,593,Produto 593,Artigos para Casa,804.5
1536,1754,2024-04-04,2309.34,429,Cliente 1754,cliente1754@exemplo.com,Peru,429,Produto 429,Eletrônicos,737.86
1537,4502,2024-06-09,1235.18,819,Cliente 4502,cliente4502@exemplo.com,Peru,819,Produto 819,Beleza,760.6
1538,2519,2024-05-23,2535.53,237,Cliente 2519,cliente2519@exemplo.com,EUA,237,Produto 237,Beleza,347.29
1539,3289,2024-05-28,423.7,935,Cliente 3289,cliente3289@exemplo.com,Argentina,935,Produto 935,Artigos para Casa,208.89
1540,1305,2023-05-29,4235.08,1000,Cliente 1305,cliente1305@exemplo.com,Brasil,1000,Produto 1000,Alimentos,375.34
1541,418,2024-09-16,3157.72,309,Cliente 418,cliente418@exemplo.com,Colômbia,309,Produto 309,Brinquedos,232.53
1542,2045,2024-09-13,3540.18,592,Cliente 2045,cliente2045@exemplo.com,Colômbia,592,Produto 592,Alimentos,714.32
1543,1585,2023-12-17,138.04,606,Cliente 1585,cliente1585@exemplo.com,México,606,Produto 606,Artigos para Casa,541.59
1544,4423,2024-12-17,4615.6,555,Cliente 4423,cliente4423@exemplo.com,EUA,555,Produto 555,Livros,995.47
1545,3906,2024-09-15,2531.76,603,Cliente 3906,cliente3906@exemplo.com,Argentina,603,Produto 603,Livros,931.31
1546,883,2023-08-11,4348.64,456,Cliente 883,cliente883@exemplo.com,México,456,Produto 456,Artigos para Casa,154.32
1547,2709,2023-04-25,372.83,830,Cliente 2709,cliente2709@exemplo.com,Brasil,830,Produto 830,Beleza,785.34
1548,1395,2024-06-28,2423.43,669,Cliente 1395,cliente1395@exemplo.com,Brasil,669,Produto 669,Artigos para Casa,427.84
1549,65,2024-02-10,2425.88,845,Cliente 65,cliente65@exemplo.com,Peru,845,Produto 845,Livros,749.28
1550,3810,2024-01-24,39.51,482,Cliente 3810,cliente3810@exemplo.com,Canadá,482,Produto 482,Roupas,179.1
1551,3907,2024-09-07,754.38,438,Cliente 3907,cliente3907@exemplo.com,Brasil,438,Produto 438,Alimentos,499.25
1552,350,2024-03-16,1107.1,421,Cliente 350,cliente350@exemplo.com,Canadá,421,Produto 421,Brinquedos,267.72
1553,415,2023-10-12,1472.22,62,Cliente 415,cliente415@exemplo.com,Argentina,62,Produto 62,Alimentos,753.74
1554,1269,2024-07-10,3417.64,464,Cliente 1269,cliente1269@exemplo.com,Canadá,464,Produto 464,Artigos para Casa,608.84
1555,677,2023-07-03,3308.94,561,Cliente 677,cliente677@exemplo.com,Argentina,561,Produto 561,Brinquedos,578.98
1556,4987,2024-01-25,4682.46,137,Cliente 4987,cliente4987@exemplo.com,Brasil,137,Produto 137,Eletrônicos,505.94
1557,4750,2024-02-10,276.19,827,Cliente 4750,cliente4750@exemplo.com,Portugal,827,Produto 827,Livros,822.79
1558,398,2024-02-04,2846.7,947,Cliente 398,cliente398@exemplo.com,Colômbia,947,Produto 947,Beleza,15.21
1559,1103,2024-09-13,2618.02,282,Cliente 1103,cliente1103@exemplo.com,Espanha,282,Produto 282,Brinquedos,265.75
1560,3524,2023-02-26,4948.45,588,Cliente 3524,cliente3524@exemplo.com,Colômbia,588,Produto 588,Eletrônicos,886.66
1561,3234,2024-01-25,448.87,579,Cliente 3234,cliente3234@exemplo.com,EUA,579,Produto 579,Beleza,696.69
1562,62,2023-08-22,1058.29,597,Cliente 62,cliente62@exemplo.com,Canadá,597,Produto 597,Beleza,807.46
1563,4400,2023-10-13,2072.78,188,Cliente 4400,cliente4400@exemplo.com,Peru,188,Produto 188,Beleza,589.5
1564,615,2024-09-21,4601.5,557,Cliente 615,cliente615@exemplo.com,Espanha,557,Produto 557,Eletrônicos,394.56
1565,4315,2024-06-24,1767.89,570,Cliente 4315,cliente4315@exemplo.com,Canadá,570,Produto 570,Eletrônicos,595.8
1566,1342,2024-01-15,1984.61,915,Cliente 1342,cliente1342@exemplo.com,Espanha,915,Produto 915,Livros,946.54
1567,1218,2024-07-07,4776.17,272,Cliente 1218,cliente1218@exemplo.com,Canadá,272,Produto 272,Roupas,297.61
1568,4943,2024-07-27,2356.42,35,Cliente 4943,cliente4943@exemplo.com,Canadá,35,Produto 35,Roupas,376.41
1569,3337,2024-10-09,4705.2,868,Cliente 3337,cliente3337@exemplo.com,Peru,868,Produto 868,Eletrônicos,464.65
1570,2669,2023-11-14,4605.64,436,Cliente 2669,cliente2669@exemplo.com,Portugal,436,Produto 436,Esportes,337.49
1571,1550,2024-02-10,3076.03,109,Cliente 1550,cliente1550@exemplo.com,México,109,Produto 109,Livros,460.59
1572,1073,2023-07-04,1619.63,847,Cliente 1073,cliente1073@exemplo.com,Argentina,847,Produto 847,Brinquedos,493.29
1573,4801,2023-05-20,1404.12,365,Cliente 4801,cliente4801@exemplo.com,Argentina,365,Produto 365,Roupas,991.14
1574,4632,2023-09-10,1182.11,424,Cliente 4632,cliente4632@exemplo.com,Chile,424,Produto 424,Beleza,242.98
1575,4457,2023-10-16,1433.53,698,Cliente 4457,cliente4457@exemplo.com,Chile,698,Produto 698,Livros,376.13
1576,2687,2024-08-03,4686.78,913,Cliente 2687,cliente2687@exemplo.com,Brasil,913,Produto 913,Roupas,125.6
1577,123,2023-04-23,87.68,116,Cliente 123,cliente123@exemplo.com,Chile,116,Produto 116,Brinquedos,251.42
1578,3210,2024-10-08,4742.52,491,Cliente 3210,cliente3210@exemplo.com,Chile,491,Produto 491,Brinquedos,83.34
1579,2239,2023-08-06,331.63,376,Cliente 2239,cliente2239@exemplo.com,Canadá,376,Produto 376,Esportes,985.28
1580,282,2023-11-01,4263.29,325,Cliente 282,cliente282@exemplo.com,Peru,325,Produto 325,Beleza,652.44
1581,27,2023-01-23,1431.94,345,Cliente 27,cliente27@exemplo.com,Argentina,345,Produto 345,Artigos para Casa,852.05
1582,4752,2024-01-02,2380.63,53,Cliente 4752,cliente4752@exemplo.com,EUA,53,Produto 53,Eletrônicos,390.59
1583,2944,2023-06-25,3312.22,640,Cliente 2944,cliente2944@exemplo.com,Argentina,640,Produto 640,Roupas,960.32
1584,2746,2024-03-22,2969.07,12,Cliente 2746,cliente2746@exemplo.com,Portugal,12,Produto 12,Eletrônicos,758.69
1585,4940,2024-03-08,111.05,270,Cliente 4940,cliente4940@exemplo.com,México,270,Produto 270,Livros,730.94
1586,2204,2024-04-25,3301.31,722,Cliente 2204,cliente2204@exemplo.com,Argentina,722,Produto 722,Roupas,770.0
1587,460,2023-04-12,3578.79,201,Cliente 460,cliente460@exemplo.com,Espanha,201,Produto 201,Artigos para Casa,471.89
1588,712,2023-08-16,2368.8,848,Cliente 712,cliente712@exemplo.com,Portugal,848,Produto 848,Esportes,607.86
1589,1008,2023-06-30,1132.91,516,Cliente 1008,cliente1008@exemplo.com,Colômbia,516,Produto 516,Esportes,807.49
1590,1873,2024-06-23,4198.39,808,Cliente 1873,cliente1873@exemplo.com,Canadá,808,Produto 808,Beleza,488.25
1591,1326,2023-06-22,2270.5,225,Cliente 1326,cliente1326@exemplo.com,México,225,Produto 225,Artigos para Casa,239.19
1592,1214,2024-03-12,3211.07,748,Cliente 1214,cliente1214@exemplo.com,Colômbia,748,Produto 748,Esportes,796.95
1593,4873,2024-01-30,1449.12,417,Cliente 4873,cliente4873@exemplo.com,Canadá,417,Produto 417,Esportes,474.02
1594,2644,2023-11-19,4901.87,455,Cliente 2644,cliente2644@exemplo.com,EUA,455,Produto 455,Roupas,11.72
1595,4123,2023-08-27,2670.54,581,Cliente 4123,cliente4123@exemplo.com,México,581,Produto 581,Esportes,941.2
1596,206,2024-07-30,325.63,122,Cliente 206,cliente206@exemplo.com,Espanha,122,Produto 122,Roupas,692.79
1597,3440,2024-03-29,4233.47,515,Cliente 3440,cliente3440@exemplo.com,Brasil,515,Produto 515,Esportes,60.25
1598,1738,2023-07-29,2246.04,996,Cliente 1738,cliente1738@exemplo.com,EUA,996,Produto 996,Alimentos,207.44
1599,472,2023-09-10,3290.37,769,Cliente 472,cliente472@exemplo.com,México,769,Produto 769,Alimentos,563.36
1600,1855,2024-09-15,323.06,642,Cliente 1855,cliente1855@exemplo.com,Colômbia,642,Produto 642,Roupas,609.11
1601,3536,2023-10-03,2911.22,277,Cliente 3536,cliente3536@exemplo.com,Canadá,277,Produto 277,Artigos para Casa,313.3
1602,611,2024-07-07,579.68,430,Cliente 611,cliente611@exemplo.com,Peru,430,Produto 430,Artigos para Casa,344.4
1603,1367,2023-11-17,4406.29,429,Cliente 1367,cliente1367@exemplo.com,Canadá,429,Produto 429,Eletrônicos,737.86
1604,832,2023-07-01,4832.58,390,Cliente 832,cliente832@exemplo.com,Canadá,390,Produto 390,Alimentos,791.54
1605,1982,2024-03-11,3892.88,175,Cliente 1982,cliente1982@exemplo.com,Canadá,175,Produto 175,Beleza,518.76
1606,3006,2024-12-16,899.23,421,Cliente 3006,cliente3006@exemplo.com,Espanha,421,Produto 421,Brinquedos,267.72
1607,4383,2023-07-31,384.32,434,Cliente 4383,cliente4383@exemplo.com,Brasil,434,Produto 434,Brinquedos,78.08
1608,267,2024-08-25,4688.91,379,Cliente 267,cliente267@exemplo.com,Portugal,379,Produto 379,Brinquedos,743.97
1609,2863,2023-01-31,165.29,506,Cliente 2863,cliente2863@exemplo.com,México,506,Produto 506,Artigos para Casa,872.07
1610,4417,2023-09-20,4286.52,261,Cliente 4417,cliente4417@exemplo.com,EUA,261,Produto 261,Brinquedos,753.96
1611,724,2023-07-22,3340.3,850,Cliente 724,cliente724@exemplo.com,México,850,Produto 850,Eletrônicos,502.33
1612,1644,2024-03-20,2141.19,187,Cliente 1644,cliente1644@exemplo.com,Peru,187,Produto 187,Brinquedos,837.25
1613,1277,2024-08-10,996.9,34,Cliente 1277,cliente1277@exemplo.com,Espanha,34,Produto 34,Brinquedos,141.49
1614,2725,2024-11-01,2278.96,745,Cliente 2725,cliente2725@exemplo.com,EUA,745,Produto 745,Beleza,905.04
1615,2491,2023-09-30,4988.24,308,Cliente 2491,cliente2491@exemplo.com,Colômbia,308,Produto 308,Livros,578.47
1616,4248,2023-09-05,1099.4,119,Cliente 4248,cliente4248@exemplo.com,Espanha,119,Produto 119,Esportes,238.53
1617,937,2023-01-18,4071.03,966,Cliente 937,cliente937@exemplo.com,Peru,966,Produto 966,Beleza,167.95
1618,2301,2024-07-12,4161.3,127,Cliente 2301,cliente2301@exemplo.com,Peru,127,Produto 127,Beleza,374.68
1619,1242,2024-05-27,4986.03,709,Cliente 1242,cliente1242@exemplo.com,Canadá,709,Produto 709,Artigos para Casa,240.74
1620,626,2023-07-14,2487.43,791,Cliente 626,cliente626@exemplo.com,Chile,791,Produto 791,Artigos para Casa,301.54
1621,4399,2023-06-27,4134.26,596,Cliente 4399,cliente4399@exemplo.com,México,596,Produto 596,Alimentos,689.29
1622,1272,2023-08-16,1528.69,761,Cliente 1272,cliente1272@exemplo.com,Chile,761,Produto 761,Brinquedos,397.83
1623,1184,2024-01-03,82.11,222,Cliente 1184,cliente1184@exemplo.com,Colômbia,222,Produto 222,Esportes,877.43
1624,4308,2023-04-08,542.59,349,Cliente 4308,cliente4308@exemplo.com,México,349,Produto 349,Roupas,889.51
1625,4518,2023-08-24,4770.26,374,Cliente 4518,cliente4518@exemplo.com,Espanha,374,Produto 374,Esportes,261.75
1626,740,2024-03-12,1873.8,426,Cliente 740,cliente740@exemplo.com,Chile,426,Produto 426,Beleza,300.95
1627,2263,2024-09-24,1987.56,214,Cliente 2263,cliente2263@exemplo.com,Chile,214,Produto 214,Esportes,474.24
1628,1290,2023-01-27,1167.3,548,Cliente 1290,cliente1290@exemplo.com,Argentina,548,Produto 548,Esportes,525.29
1629,866,2023-11-12,4861.1,667,Cliente 866,cliente866@exemplo.com,Portugal,667,Produto 667,Alimentos,934.91
1630,3361,2024-02-13,4897.19,74,Cliente 3361,cliente3361@exemplo.com,Chile,74,Produto 74,Roupas,971.99
1631,587,2024-10-18,11.44,944,Cliente 587,cliente587@exemplo.com,Argentina,944,Produto 944,Roupas,838.0
1632,4598,2024-11-09,1331.71,918,Cliente 4598,cliente4598@exemplo.com,Espanha,918,Produto 918,Brinquedos,238.54
1633,4976,2023-04-17,288.41,970,Cliente 4976,cliente4976@exemplo.com,Canadá,970,Produto 970,Alimentos,879.95
1634,3210,2023-02-19,1686.62,761,Cliente 3210,cliente3210@exemplo.com,Chile,761,Produto 761,Brinquedos,397.83
1635,1453,2023-02-06,4586.47,581,Cliente 1453,cliente1453@exemplo.com,Peru,581,Produto 581,Esportes,941.2
1636,83,2023-12-27,216.16,873,Cliente 83,cliente83@exemplo.com,Canadá,873,Produto 873,Beleza,781.03
1637,2761,2024-08-25,3336.0,794,Cliente 2761,cliente2761@exemplo.com,EUA,794,Produto 794,Esportes,242.89
1638,1833,2023-07-16,4043.57,802,Cliente 1833,cliente1833@exemplo.com,Espanha,802,Produto 802,Alimentos,986.88
1639,646,2024-07-11,1793.95,440,Cliente 646,cliente646@exemplo.com,EUA,440,Produto 440,Artigos para Casa,561.03
1640,3761,2024-02-29,628.56,49,Cliente 3761,cliente3761@exemplo.com,Brasil,49,Produto 49,Brinquedos,246.44
1641,4087,2024-12-15,3357.74,726,Cliente 4087,cliente4087@exemplo.com,Argentina,726,Produto 726,Beleza,200.88
1642,319,2023-12-23,4328.63,473,Cliente 319,cliente319@exemplo.com,Espanha,473,Produto 473,Roupas,973.4
1643,4439,2024-05-20,3816.7,934,Cliente 4439,cliente4439@exemplo.com,Brasil,934,Produto 934,Beleza,424.25
1644,292,2024-11-27,1350.0,604,Cliente 292,cliente292@exemplo.com,Canadá,604,Produto 604,Artigos para Casa,72.77
1645,1217,2023-12-06,2559.63,591,Cliente 1217,cliente1217@exemplo.com,Argentina,591,Produto 591,Eletrônicos,953.14
1646,275,2024-04-16,2695.84,346,Cliente 275,cliente275@exemplo.com,Espanha,346,Produto 346,Alimentos,347.17
1647,287,2023-02-19,3926.88,837,Cliente 287,cliente287@exemplo.com,Chile,837,Produto 837,Brinquedos,140.03
1648,4976,2024-12-10,3172.62,919,Cliente 4976,cliente4976@exemplo.com,Canadá,919,Produto 919,Artigos para Casa,145.57
1649,759,2023-06-30,1985.45,390,Cliente 759,cliente759@exemplo.com,Argentina,390,Produto 390,Alimentos,791.54
1650,149,2023-11-28,2582.27,505,Cliente 149,cliente149@exemplo.com,Canadá,505,Produto 505,Esportes,557.15
1651,4986,2024-12-09,211.2,955,Cliente 4986,cliente4986@exemplo.com,Argentina,955,Produto 955,Beleza,770.33
1652,55,2024-04-17,4558.04,978,Cliente 55,cliente55@exemplo.com,Espanha,978,Produto 978,Esportes,971.94
1653,4391,2023-03-05,2908.3,714,Cliente 4391,cliente4391@exemplo.com,Espanha,714,Produto 714,Beleza,255.88
1654,2012,2024-11-19,3723.58,734,Cliente 2012,cliente2012@exemplo.com,Espanha,734,Produto 734,Alimentos,946.8
1655,1307,2023-12-19,1884.66,632,Cliente 1307,cliente1307@exemplo.com,Argentina,632,Produto 632,Beleza,510.13
